F3E07,Number of Records,Unitid,private
9858233,1,404912,1
6336528,1,404921,1
72049698,1,404994,1
759246,1,405012,1
523642,1,405021,1
777717,1,405058,0
4024298,1,405076,1
99645,1,405854,0
20444498,1,405979,1
17481009,1,405988,1
29435507,1,405997,1
23291882,1,406006,1
107500802,1,406015,1
456624,1,406051,1
619456,1,406149,1
6839219,1,406194,1
5036861,1,406200,0
6245357,1,406219,1
1084740,1,406413,1
726824,1,406486,1
2089424,1,406495,1
7419330,1,407063,1
2259445,1,407090,1
877113,1,407142,1
1007109,1,407151,1
1351906,1,407179,1
7667888,1,407319,1
2402748,1,407328,1
3276315,1,407355,1
1164718,1,407391,1
846905,1,407407,1
1102193,1,407425,1
1195207,1,407434,1
1562563,1,407470,1
612270,1,407568,1
7199930,1,407629,0
898554,1,407726,1
1103465,1,407735,1
13739211,1,408039,1
1783497,1,408066,1
1160510,1,408163,1
777697,1,408312,1
4137691,1,408385,1
27937622,1,408844,1
2173897,1,408862,1
1943655,1,409032,1
7192182,1,409069,1
1063926,1,409166,1
2324447,1,409193,1
945681,1,409254,0
817000,1,409616,0
8163033,1,409670,1
8834703,1,409829,1
4942603,1,409838,1
12693866,1,409874,1
9441462,1,410070,1
508525,1,410256,1
14512867,1,410283,1
5319936,1,410496,1
41252228,1,410502,1
6333500,1,410520,1
4240488,1,410539,1
22503567,1,410788,1
1891671,1,410797,1
382310,1,410964,1
6622072,1,411055,1
9729015,1,411374,1
1645466,1,411684,1
1111,1,411754,0
478774,1,412003,1
90422,1,412173,0
1061017,1,412544,1
361923,1,412599,0
738390,1,412650,1
445882,1,413343,1
366699000,1,413413,1
773147,1,413617,0
5105645,1,413635,1
9976540,1,413680,1
205461,1,413820,1
6278111,1,413839,1
5911961,1,413848,1
7718488,1,413857,1
5829178,1,413866,1
7047399,1,413884,1
1372915,1,413945,1
862564,1,413972,1
494023,1,414054,1
2536736,1,414063,1
3968211,1,414124,1
439988,1,414452,1
19754892,1,414461,1
795784,1,414489,1
5291786,1,414531,1
5406394,1,414540,1
369074,1,414559,1
7378597,1,414568,1
6602305,1,414586,1
7006359,1,414595,1
4799565,1,414841,1
1150525,1,414869,1
308396,1,414966,0
793911,1,415039,1
1690756,1,415057,1
112570,1,415729,1
10660039,1,415774,1
6353847,1,415987,1
7084781,1,416458,1
964068,1,416670,1
24053013,1,416962,1
1366363,1,417008,1
693056,1,417062,1
6735333,1,417132,1
13829375,1,417318,1
168983,1,417327,0
0,1,417345,0
1187726,1,417381,1
562228,1,417406,1
3081473,1,417503,1
3083101,1,417549,1
1438837,1,417576,1
656666,1,417600,1
394029,1,417725,1
0,1,417734,0
65148,1,417752,0
547542,1,417789,1
178693,1,417798,1
1638996,1,417804,1
203800,1,418126,0
276584,1,418171,1
603237,1,418269,1
313952,1,418384,1
4893958,1,418658,1
1069540,1,418700,1
307925,1,418755,1
545853,1,418764,1
6890834,1,418773,1
1256424,1,418782,1
3496371,1,418870,1
1564211,1,418889,1
127626,1,418913,1
277077,1,418968,1
516824,1,419147,1
2862333,1,419156,1
1026729,1,419183,1
0,1,419217,0
1322977,1,419235,1
2776532,1,419244,1
2003501,1,419253,1
0,1,419262,0
110541,1,419271,1
511233,1,419280,1
210582,1,419314,1
930309,1,419341,1
2859500,1,419411,1
15345539,1,419457,1
40136355,1,419509,1
5923139,1,419660,1
4841972,1,419703,1
1589886,1,419712,1
1428089,1,419721,1
6484075,1,420006,1
3567584,1,420024,1
17217882,1,420042,1
2165000,1,420194,1
358012,1,420200,1
874681,1,420246,0
415817,1,420255,1
77068862,1,420307,1
8998775,1,420316,1
96809,1,420325,0
8825435,1,420343,1
6022092,1,420370,1
6009363,1,420404,1
10863055,1,420495,1
9866028,1,420501,1
2022152,1,420608,1
25694,1,420705,0
8467246,1,420866,1
12218,1,420981,0
7121428,1,421009,1
18644778,1,421018,1
4049194,1,421513,1
681046,1,421586,1
373622,1,421610,1
144733,1,421665,1
9396439,1,421708,1
736197,1,421771,1
11015824,1,421832,1
10239800,1,421841,1
1973882,1,421896,1
402530,1,422190,1
3576330,1,422695,1
4518431,1,422835,1
2378366,1,423120,1
333460,1,423397,1
1220923,1,423582,1
10577585,1,423643,0
41909939,1,423980,1
928052,1,425250,1
266533,1,425870,1
4296028,1,425889,1
25418313,1,427025,1
96582,1,427308,0
512925,1,427335,1
5460332,1,427663,1
0,1,427894,0
8617,1,427919,0
6649360,1,427973,1
4160344,1,427982,1
5731387,1,428000,1
1856870,1,428055,1
157500,1,428073,1
770089,1,428125,1
2023961,1,428143,1
32719525,1,428170,1
7995223,1,428268,1
19232408,1,428286,1
718389,1,428295,1
1361818,1,428329,1
310657,1,428338,0
21375932,1,428444,1
3709041,1,429012,1
1848566,1,429085,1
3527521,1,429094,1
286272,1,429100,1
0,1,429128,0
7237324,1,429599,1
4505331,1,430050,1
12740475,1,430087,1
11579930,1,430148,1
4078652,1,430157,1
3520195,1,430166,1
9334425,1,430175,1
32546927,1,430184,1
1162178,1,430218,1
1090836,1,430227,1
8031650,1,430245,1
1446829,1,430254,1
6882813,1,430263,1
0,1,430306,0
26129,1,430342,0
4371149,1,430351,1
3868612,1,430360,1
6406852,1,430379,1
5477111,1,430388,1
9213274,1,430403,1
4652518,1,430421,1
3715290,1,430485,1
342963,1,430564,1
3650330,1,430582,1
71469,1,430591,0
193187,1,430670,0
1687357,1,430704,1
1534587,1,430810,0
1453159,1,430847,1
3355948,1,430935,1
2456090,1,430980,1
2021837,1,430999,1
11073690,1,431026,1
1590643,1,431071,1
1375838,1,431099,1
2090343,1,431123,1
44597971,1,431141,1
308227,1,431284,1
750978,1,431309,0
0,1,431594,0
0,1,431600,0
8431304,1,431637,1
7144150,1,431886,1
47737,1,431929,0
298919,1,431956,1
1177111,1,431965,1
480626,1,431983,0
1563511,1,432117,1
11037197,1,432223,1
13307586,1,432232,1
10644944,1,432241,1
8460,1,432269,0
5953251,1,432302,1
1180602,1,432348,0
32237,1,432357,0
454352,1,432524,0
39679208,1,432533,1
5654229,1,433004,1
8230360,1,433013,1
8159220,1,433101,1
0,1,433165,0
0,1,433217,0
2657860,1,433387,0
5965849,1,433420,1
7680371,1,433466,1
4036711,1,433536,1
5677318,1,433563,1
7484518,1,433970,1
0,1,434016,0
1904133,1,434034,0
7504942,1,434052,1
0,1,434122,0
9278141,1,434140,1
4646858,1,434159,1
455500,1,434274,1
639000,1,434283,1
5436206,1,434308,1
27673012,1,434317,1
1167097,1,434344,1
8320,1,434362,0
759214,1,434380,1
46754,1,434414,0
570256,1,434432,1
2268895,1,434441,1
2510108,1,434469,1
657898,1,434496,1
1475935,1,434502,1
6341050,1,434548,1
5484992,1,434557,1
5028362,1,434566,1
4366577,1,434575,1
4399301,1,434690,1
65177000,1,434715,1
242011,1,434751,0
3636662,1,434812,1
7022160,1,434821,1
3067920,1,434830,1
98240,1,434937,0
20259286,1,434946,1
13566574,1,434955,1
10009261,1,434964,1
9367286,1,434973,1
5953423,1,434982,1
5454723,1,434991,1
1422115,1,436003,1
52831,1,436012,0
4305,1,436021,0
960559,1,436030,1
345599,1,436067,1
10339832,1,436094,1
2889130,1,436182,1
7319155,1,436191,1
6121272,1,436225,1
42040126,1,436429,1
11075473,1,436438,1
4685891,1,436483,1
1354622,1,436553,1
1118645,1,436599,1
0,1,436614,0
1280462,1,436632,1
1954056,1,436641,1
2177532,1,436650,1
6340616,1,436702,1
3633638,1,436775,1
6584339,1,437042,1
6440669,1,437051,1
3923537,1,437060,1
4121707,1,437097,1
6032588,1,437219,1
200002,1,437237,0
1103823,1,437501,1
6835618,1,437529,1
4737780,1,437556,1
1027348,1,437608,1
2757942,1,437635,1
16772,1,437653,0
43290584,1,437662,1
3311,1,437705,0
15892764,1,437732,1
5065842,1,437750,1
2881708,1,437769,1
3704235,1,437778,1
15862509,1,437848,1
0,1,438151,0
5987723,1,438197,1
43231574,1,438212,1
3524150,1,438267,1
2215746,1,438337,1
7060157,1,438382,1
10137429,1,438416,1
38695674,1,438498,1
40579000,1,438504,1
30035837,1,438586,1
11727771,1,438601,1
10921472,1,438610,1
1760192,1,438629,1
8236363,1,438647,1
6630917,1,438656,1
710533,1,438674,1
4366831,1,438735,1
113766,1,438869,0
9277617,1,438902,1
486253,1,438984,1
1451494,1,439020,1
6026605,1,439057,1
9097384,1,439118,1
3692437,1,439127,1
5781172,1,439136,1
8679524,1,439279,1
6799929,1,439297,1
51745,1,439367,0
1621269,1,439394,1
1100545,1,439400,1
6241580,1,439437,1
0,1,439446,0
8100600,1,439455,1
2160105,1,439473,1
4234346,1,439482,1
3185644,1,439491,1
5011210,1,439507,1
6305859,1,439525,1
6990081,1,439570,1
3632321,1,439589,1
139809,1,439613,0
132328,1,439631,1
1721932,1,439668,1
40847,1,439686,0
119672,1,439701,0
138445,1,439729,1
6235838,1,439738,1
605087,1,439747,1
541929,1,439774,1
0,1,439783,0
8954834,1,439792,1
50430,1,439817,0
7472130,1,439826,1
510626,1,439844,1
0,1,439862,0
792106,1,439871,1
91358,1,439899,0
2812470,1,439905,1
884556,1,439914,1
150819,1,439932,1
2167478,1,439969,1
15477,1,439978,0
683305,1,439996,1
19585,1,440004,0
888806,1,440031,0
10091720,1,440059,1
482930,1,440077,1
3819684,1,440086,1
1174401,1,440101,1
5943192,1,440110,1
4633902,1,440129,1
2436173,1,440138,0
8813775,1,440147,1
5749450,1,440165,1
827924,1,440174,1
1431338,1,440226,1
5520087,1,440262,1
135456,1,440271,0
10469510,1,440299,1
4049148,1,440323,1
3520934,1,440332,1
33060430,1,440341,1
7892497,1,440369,1
2937208,1,440378,1
44381,1,440396,0
4298464,1,440420,1
18109819,1,440439,1
24223018,1,440448,1
5934866,1,440457,1
5523210,1,440466,1
18128447,1,440484,1
6096738,1,440642,1
650329,1,440651,0
671713,1,440749,1
2166071,1,440758,1
5643252,1,440767,1
1155406,1,440776,1
84359,1,440794,0
2502149,1,440846,1
1973674,1,440855,1
5216284,1,440873,1
2426298,1,440882,1
2839365,1,440891,1
7674597,1,440907,1
10883275,1,440925,1
4410399,1,440952,1
6086265,1,440989,1
7495878,1,441016,1
9684147,1,441025,1
32593126,1,441089,1
293633,1,441104,0
139684,1,441131,0
490848,1,441195,1
3702893,1,441201,1
17718446,1,441229,1
0,1,441238,0
1286495,1,441256,1
2041858,1,441274,1
26697000,1,441308,1
4613995,1,441362,1
6093960,1,441371,1
3028094,1,441380,1
1681242,1,441405,1
2312394,1,441423,1
1676140,1,441432,1
2546556,1,441441,1
0,1,441478,0
74214,1,441487,0
3553459,1,441496,1
4306385,1,441502,1
0,1,441511,0
1547472,1,441548,1
43615,1,441575,0
87398,1,441609,0
443074,1,441618,1
0,1,441627,0
3788303,1,441636,1
4813786,1,441645,1
4702209,1,441663,1
56030,1,441690,0
574264,1,441706,1
9904000,1,441742,1
185240,1,441751,1
620937,1,441779,1
6937629,1,441788,1
1189466,1,441830,1
2145664,1,441858,1
3074546,1,441876,1
7843293,1,441919,1
8534976,1,441928,1
8055937,1,441955,1
6355060,1,441964,1
31815147,1,441973,1
5222906,1,441982,0
4279801,1,442037,1
9132161,1,442046,1
27177,1,442064,0
10856534,1,442073,1
5340699,1,442134,1
8394559,1,442143,1
19853771,1,442152,1
13040476,1,442161,1
16749155,1,442170,1
11573134,1,442189,1
897784,1,442204,1
414439,1,442213,1
7619351,1,442222,1
20940938,1,442231,1
3933087,1,442240,1
687069,1,442295,0
15295242,1,442329,1
6636267,1,442338,1
6113348,1,442347,1
671602,1,442356,0
3162690,1,442408,1
1222040,1,442435,1
4338954,1,442462,1
219340,1,442523,0
47735661,1,442569,1
15026351,1,442602,1
29345000,1,442611,1
3774117,1,442620,1
5171771,1,442648,1
3199687,1,442657,1
4155526,1,442718,1
11977850,1,442727,1
5271217,1,442736,1
9346703,1,442745,1
534300,1,442781,0
12591340,1,442790,1
731959,1,442806,0
2798317,1,442842,1
8216346,1,442879,1
10261638,1,442930,1
24547,1,442949,0
556955,1,442958,1
901462,1,442967,1
872,1,442976,0
2118115,1,442985,1
1032430,1,443021,1
0,1,443030,0
0,1,443049,0
0,1,443058,0
140320,1,443076,0
8965,1,443100,0
367071,1,443128,0
2950529,1,443137,1
1369527,1,443146,1
369437,1,443173,1
143503,1,443207,0
1517424,1,443216,1
810925,1,443225,1
3374209,1,443234,1
4183903,1,443252,1
4788673,1,443261,1
3948051,1,443270,1
1138156,1,443289,1
1382031,1,443298,1
0,1,443322,0
94458496,1,443331,1
6412,1,443340,0
1308867,1,443359,1
2461873,1,443377,1
24266997,1,443410,1
1242938,1,443429,1
4998950,1,443438,1
4237109,1,443456,1
2050351,1,443465,1
12937092,1,443474,1
5847268,1,443526,1
6405487,1,443535,1
6801702,1,443544,1
2145558,1,443599,1
17267834,1,443623,1
1673899,1,443632,1
2243654,1,443641,1
7230949,1,443650,1
3470039,1,443669,1
1301068,1,443678,1
11939825,1,443687,1
1318453,1,443696,1
0,1,443702,0
3778033,1,443739,1
7401769,1,443748,1
18951672,1,443766,1
25990847,1,443784,1
4199809,1,443827,1
6111894,1,443836,1
10215876,1,443845,1
9434897,1,443854,1
10829418,1,443881,1
12372763,1,443890,1
2598548,1,443906,1
6551816,1,443924,1
715269,1,443951,1
10035827,1,444024,1
66690,1,444103,0
119044,1,444121,0
69515001,1,444130,1
270931646,1,444158,1
1548664,1,444194,1
350231,1,444228,1
6187202,1,444237,1
5198189,1,444255,1
546204,1,444264,1
1106263,1,444282,1
1108784,1,444291,1
969156,1,444307,1
1254360,1,444316,1
1896063,1,444325,1
660221,1,444334,1
2085234,1,444343,1
1576865,1,444352,1
1067062,1,444361,1
1868179,1,444370,1
4179132,1,444389,1
289624,1,444398,0
381561,1,444404,1
66514,1,444413,0
2892354,1,444422,1
1310517,1,444440,1
104835,1,444468,1
3949147,1,444486,1
927,1,444510,0
715857,1,444529,1
315066,1,444547,1
2610050,1,444556,1
4873948,1,444565,1
41631214,1,444574,1
5784061,1,444583,1
22967,1,444592,0
738058,1,444608,1
303956,1,444635,1
494639,1,444644,1
557759,1,444653,1
354085,1,444662,1
1473132,1,444671,1
1782597,1,444680,1
575835,1,444699,1
147943,1,444705,1
10900174,1,444714,1
45405483,1,444723,1
876987,1,444732,1
61526,1,444750,1
1982420,1,444769,1
123122,1,444778,0
2394058,1,444787,1
3685300,1,444796,1
1840907,1,444811,1
672390,1,444857,1
2063609,1,444866,1
2716673,1,444893,1
240000,1,444909,1
8935797,1,444927,1
372186,1,444936,1
1466869,1,444945,1
4225037,1,444972,1
0,1,444990,0
218776534,1,445027,1
12319789,1,445072,1
5580092,1,445081,1
9562880,1,445090,1
12774988,1,445115,1
11512004,1,445124,1
9925365,1,445133,1
5504856,1,445142,1
7207646,1,445197,1
180612,1,445203,0
3243893,1,445212,1
9031693,1,445230,1
274282,1,445249,0
5415075,1,445258,1
10144400,1,445276,1
8728319,1,445300,1
3775132,1,445319,1
4724384,1,445328,1
4083591,1,445346,1
4078489,1,445364,1
5480026,1,445373,1
5917313,1,445382,1
2609957,1,445391,1
8706112,1,445434,1
23758381,1,445452,1
11026130,1,445461,1
5724106,1,445470,1
244278,1,445498,1
956842,1,445504,1
3149314,1,445559,1
4997933,1,445577,1
7009095,1,445601,1
4198576,1,445610,1
2683143,1,445665,1
8898328,1,445692,1
27043703,1,445717,1
6897611,1,445726,1
2548892,1,445735,0
7094966,1,445744,1
3988775,1,445753,1
4683699,1,445762,1
5535810,1,445771,1
283390,1,445780,1
31412000,1,445799,1
8740471,1,445814,1
1740101,1,445841,1
1622676,1,445850,1
9537,1,445869,0
2359755,1,445948,1
3159717,1,445957,1
123519,1,445984,1
3497369,1,445993,1
1424368,1,446002,1
634974,1,446039,1
5260000,1,446048,0
50647,1,446057,0
243779,1,446075,1
1634240,1,446084,1
2651014,1,446093,1
731169,1,446109,1
9226813,1,446118,1
3391906,1,446127,1
5669302,1,446136,1
434494,1,446145,1
10000,1,446163,0
220815,1,446190,1
260492,1,446215,1
1292479,1,446224,1
66765,1,446233,0
90563,1,446242,0
160654,1,446251,1
966358,1,446260,1
1004218,1,446288,1
2213096,1,446303,1
3149801,1,446385,1
9201,1,446394,0
3134288,1,446400,1
2127802,1,446437,1
4394410,1,446446,1
0,1,446455,0
1489098,1,446464,1
250397,1,446491,1
186966,1,446516,1
2039987,1,446525,1
899889,1,446534,1
287843,1,446543,1
13745030,1,446552,1
11498337,1,446561,1
346000,1,446570,1
1381380,1,446589,1
590950,1,446598,1
201476,1,446604,0
2209716,1,446640,0
19583286,1,446668,1
0,1,446677,0
749852,1,446701,1
1525822,1,446710,1
1732228,1,446729,1
11222056,1,446738,1
9054649,1,446747,1
9946877,1,446756,1
4861735,1,446765,1
11688415,1,446792,1
7334225,1,446808,1
8325016,1,446817,1
18082272,1,446835,1
13685471,1,446844,1
4355272,1,446853,1
5935322,1,446880,1
6428372,1,446899,1
5178110,1,446905,1
9324832,1,446914,1
6038853,1,446923,1
238694,1,446932,0
4885336,1,447014,1
6232311,1,447023,1
10687961,1,447050,1
10532999,1,447069,1
5520425,1,447102,1
4366447,1,447120,1
2082799,1,447148,1
808662,1,447157,1
811429,1,447166,1
1338209,1,447175,1
6762282,1,447209,1
7213062,1,447218,1
7423284,1,447227,1
4923661,1,447236,1
7276433,1,447245,1
252678,1,447254,1
8455545,1,447272,1
17179166,1,447290,1
4005587,1,447379,1
4844260,1,447388,1
21781000,1,447403,1
6903920,1,447421,1
393100,1,447449,1
20878829,1,447458,1
1295537,1,447467,1
4031098,1,447476,1
3016684,1,447591,1
4833364,1,447625,1
4505264,1,447634,1
5496333,1,447652,1
3570834,1,447661,1
1479309,1,447698,1
726498,1,447704,1
867176,1,447713,1
1010035,1,447722,1
1227521,1,447731,1
3159320,1,447759,1
25718544,1,447768,1
6965505,1,447777,1
219386,1,447795,1
2439667,1,447801,1
5460611,1,447810,1
6532378,1,447847,1
902693,1,447856,1
455743,1,447865,1
8897772,1,447874,1
2629159,1,447883,1
1105916,1,447892,1
247842,1,447908,1
607537,1,447917,1
11129962,1,447935,1
167400,1,447953,0
1559578,1,447962,1
442133,1,447971,1
333295,1,447980,1
2070462,1,447999,1
208953,1,448008,1
368445,1,448017,1
2010001,1,448026,1
337164,1,448035,1
253319,1,448044,1
462337,1,448053,1
4666608,1,448071,1
173831,1,448105,1
8973338,1,448114,1
1473051,1,448123,1
505111,1,448141,1
1419538,1,448150,1
959499,1,448196,1
285336,1,448202,1
214473,1,448211,1
638449,1,448220,1
3023668,1,448239,1
552959,1,448257,1
310118,1,448275,1
0,1,448284,0
0,1,448309,0
17166736,1,448345,1
4626639,1,448354,1
5185575,1,448406,1
36885050,1,448415,1
31963000,1,448433,1
5841567,1,448442,1
6182771,1,448451,1
3623540,1,448460,1
6781440,1,448479,1
4697878,1,448488,1
4713485,1,448497,1
6386263,1,448503,1
7507947,1,448512,1
1577088,1,448521,1
5180832,1,448530,1
1667290,1,448558,1
8731567,1,448567,1
40241752,1,448576,1
4433117,1,448585,1
3693764,1,448600,1
9144783,1,448628,1
1181409,1,448646,1
7188377,1,448664,1
25142348,1,448673,1
0,1,448691,0
1660429,1,448707,1
1677631,1,448716,1
5756907,1,448734,1
0,1,448752,0
0,1,448761,0
5172435,1,448770,1
8724900,1,448789,1
1080279,1,448798,1
0,1,448804,0
1557631,1,448822,1
1769422,1,448831,1
3052235,1,448859,1
5063075,1,448895,1
23136799,1,449010,1
35517162,1,449038,1
7744350,1,449074,1
6693964,1,449117,1
4607935,1,449126,1
3403003,1,449250,1
9319317,1,449269,1
616280,1,449302,1
2110639,1,449311,1
10420101,1,449320,1
271242000,1,449339,1
0,1,449348,0
10151102,1,449366,1
6332647,1,449375,1
5122029,1,449384,1
652011,1,449393,1
2149091,1,449436,1
1222913,1,449445,1
748486,1,449454,1
1070460,1,449463,1
964200,1,449472,1
762337,1,449481,1
895216,1,449490,1
8831,1,449506,0
2484181,1,449524,1
976543,1,449533,1
4259,1,449579,0
371443,1,449597,1
884074,1,449603,1
2770201,1,449612,1
91227,1,449658,0
2042683,1,449667,1
1307260,1,449676,1
1132564,1,449685,1
4836206,1,449700,1
2810618,1,449719,1
1061358,1,449728,1
2054837,1,449746,1
221748,1,449764,0
2284858,1,449773,1
203871,1,449782,1
2439642,1,449791,1
321000,1,449807,1
517006,1,449852,1
4480347,1,449861,1
389500,1,449870,0
16694654,1,449898,1
3228496,1,449904,1
492907,1,449922,0
0,1,449931,0
2596870,1,449959,1
5011759,1,449968,1
2958792,1,449977,1
3116877,1,449986,1
3022279,1,449995,1
6093898,1,450003,1
4282668,1,450021,1
12104526,1,450049,1
15589275,1,450085,1
20325561,1,450094,1
3419984,1,450119,1
3457394,1,450128,1
4237986,1,450155,1
139592190,1,450173,1
4497581,1,450182,1
7056522,1,450191,1
4084953,1,450207,1
7007695,1,450216,1
5607515,1,450225,1
5776434,1,450234,1
6893114,1,450243,1
5957468,1,450252,1
3936251,1,450261,1
5833050,1,450270,1
6514044,1,450289,1
3408596,1,450298,1
564328,1,450304,0
8541422,1,450377,1
5413218,1,450401,1
6344820,1,450447,1
4519244,1,450456,1
8754588,1,450465,1
9413519,1,450474,1
4363066,1,450483,1
5776556,1,450492,1
8405750,1,450526,1
7354348,1,450535,1
6473092,1,450544,1
20315737,1,450571,1
1984679,1,450580,1
1199183,1,450599,1
1066659,1,450605,1
1152080,1,450614,1
1305242,1,450623,1
1407451,1,450632,1
2876737,1,450650,1
3416048,1,450720,1
2788569,1,450739,1
93356,1,450766,0
57838455,1,450933,1
46318000,1,450942,1
